0,1,2,3,4,5,6,7,8,9,10
rolls/buns,soda,other vegetables,pip fruit,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
ham,onions,baking powder,,,,,,,,
frozen dessert,tropical fruit,,,,,,,,,
UHT-milk,specialty cheese,shopping bags,,,,,,,,
chewing gum,spread cheese,,,,,,,,,
canned beer,bottled beer,pip fruit,candy,,,,,,,
other vegetables,pot plants,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
chicken,beverages,coffee,,,,,,,,
sausage,canned vegetables,margarine,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
tropical fruit,coffee,waffles,whipped/sour cream,,,,,,,
pork,frozen dessert,,,,,,,,,
tropical fruit,soda,butter milk,,,,,,,,
long life bakery product,napkins,,,,,,,,,
tropical fruit,butter,hamburger meat,rolls/buns,soda,shopping bags,,,,,
yogurt,flower (seeds),,,,,,,,,
canned beer,dessert,,,,,,,,,
bottled beer,soda,bottled water,cat food,,,,,,,
pork,rolls/buns,brown bread,yogurt,,,,,,,
canned beer,yogurt,,,,,,,,,
soda,pork,,,,,,,,,
margarine,sausage,sausage,pork,citrus fruit,yogurt,frozen meals,other vegetables,,,
beverages,sugar,,,,,,,,,
sausage,chocolate,specialty chocolate,cocoa drinks,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
chicken,waffles,,,,,,,,,
yogurt,yogurt,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
frankfurter,baking powder,condensed milk,coffee,,,,,,,
whole milk,rice,,,,,,,,,
liquor,vinegar,shopping bags,long life bakery product,,,,,,,
pork,long life bakery product,,,,,,,,,
whole milk,sparkling wine,,,,,,,,,
sausage,pork,yogurt,napkins,,,,,,,
curd,domestic eggs,,,,,,,,,
white bread,cleaner,,,,,,,,,
onions,waffles,bottled beer,,,,,,,,
herbs,yogurt,,,,,,,,,
sausage,pastry,dish cleaner,,,,,,,,
soda,pickled vegetables,,,,,,,,,
canned beer,soda,,,,,,,,,
bottled beer,ice cream,pastry,red/blush wine,,,,,,,
ham,napkins,rice,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
hamburger meat,soda,,,,,,,,,
beef,butter,yogurt,,,,,,,,
soft cheese,frozen vegetables,cream cheese ,,,,,,,,
canned vegetables,fish,,,,,,,,,
instant coffee,chewing gum,,,,,,,,,
whole milk,waffles,,,,,,,,,
hamburger meat,chocolate,processed cheese,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
meat,pasta,,,,,,,,,
beef,herbs,,,,,,,,,
soda,Instant food products,,,,,,,,,
sparkling wine,softener,,,,,,,,,
curd,shopping bags,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
other vegetables,dishes,,,,,,,,,
misc. beverages,margarine,,,,,,,,,
citrus fruit,curd,,,,,,,,,
soda,beef,beef,rolls/buns,shopping bags,chocolate,processed cheese,brown bread,dessert,,
tropical fruit,herbs,long life bakery product,,,,,,,,
ham,tropical fruit,soda,,,,,,,,
chicken,margarine,,,,,,,,,
bottled beer,butter,frozen vegetables,whole milk,,,,,,,
other vegetables,tropical fruit,pastry,citrus fruit,curd,soda,whole milk,detergent,syrup,,
soda,soda,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
bottled water,root vegetables,rolls/buns,whole milk,coffee,,,,,,
chicken,butter,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
sausage,tropical fruit,curd,,,,,,,,
coffee,other vegetables,,,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
pork,semi-finished bread,,,,,,,,,
pork,bottled water,,,,,,,,,
whole milk,onions,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
chicken,flower (seeds),,,,,,,,,
margarine,detergent,yogurt,zwieback,,,,,,,
pork,tropical fruit,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
frankfurter,citrus fruit,yogurt,frozen vegetables,,,,,,,
tropical fruit,curd,chocolate,,,,,,,,
pip fruit,cling film/bags,,,,,,,,,
whole milk,chocolate,pickled vegetables,,,,,,,,
tropical fruit,packaged fruit/vegetables,,,,,,,,,
oil,shopping bags,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
newspapers,misc. beverages,,,,,,,,,
sliced cheese,other vegetables,,,,,,,,,
frankfurter,other vegetables,bottled beer,,,,,,,,
ham,onions,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
sausage,whole milk,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
yogurt,whole milk,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
yogurt,salty snack,,,,,,,,,
sausage,chewing gum,,,,,,,,,
tropical fruit,citrus fruit,bottled water,rolls/buns,soda,pickled vegetables,,,,,
bottled beer,yogurt,other vegetables,,,,,,,,
whole milk,whipped/sour cream,frozen vegetables,,,,,,,,
frozen fish,sausage,chocolate,rolls/buns,,,,,,,
newspapers,brown bread,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
newspapers,whole milk,,,,,,,,,
dessert,yogurt,,,,,,,,,
whole milk,softener,sliced cheese,,,,,,,,
soda,flour,pudding powder,,,,,,,,
rolls/buns,margarine,,,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,house keeping products,,,,,,
canned beer,yogurt,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
brown bread,brown bread,,,,,,,,,
yogurt,salty snack,,,,,,,,,
specialty chocolate,pastry,,,,,,,,,
bottled water,soda,,,,,,,,,
rolls/buns,oil,yogurt,,,,,,,,
brown bread,oil,,,,,,,,,
whole milk,yogurt,long life bakery product,,,,,,,,
hamburger meat,root vegetables,fruit/vegetable juice,,,,,,,,
domestic eggs,sugar,Instant food products,,,,,,,,
pork,dessert,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
newspapers,root vegetables,margarine,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
packaged fruit/vegetables,rolls/buns,domestic eggs,,,,,,,,
other vegetables,brown bread,flower (seeds),,,,,,,,
rolls/buns,butter milk,fruit/vegetable juice,,,,,,,,
tropical fruit,whole milk,brown bread,pastry,,,,,,,
flower soil/fertilizer,rolls/buns,,,,,,,,,
soda,rolls/buns,,,,,,,,,
sausage,yogurt,,,,,,,,,
butter,shopping bags,newspapers,,,,,,,,
hard cheese,sweet spreads,,,,,,,,,
pip fruit,flower (seeds),,,,,,,,,
pet care,beef,,,,,,,,,
fruit/vegetable juice,seasonal products,,,,,,,,,
margarine,mayonnaise,,,,,,,,,
berries,pip fruit,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
root vegetables,yogurt,chocolate,shopping bags,,,,,,,
rolls/buns,grapes,bottled beer,sausage,salty snack,Instant food products,domestic eggs,bottled water,,,
waffles,ketchup,candy,,,,,,,,
fruit/vegetable juice,long life bakery product,specialty cheese,,,,,,,,
bottled beer,citrus fruit,frozen potato products,fruit/vegetable juice,sugar,sauces,,,,,
cream cheese ,frozen vegetables,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
butter milk,whole milk,,,,,,,,,
hamburger meat,tropical fruit,bottled water,whipped/sour cream,flour,,,,,,
fruit/vegetable juice,cat food,zwieback,frozen dessert,,,,,,,
other vegetables,margarine,shopping bags,processed cheese,,,,,,,
whole milk,cat food,,,,,,,,,
packaged fruit/vegetables,pet care,,,,,,,,,
beef,pork,margarine,fruit/vegetable juice,margarine,,,,,,
whole milk,tropical fruit,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
pot plants,misc. beverages,baking powder,,,,,,,,
berries,other vegetables,,,,,,,,,
photo/film,whole milk,,,,,,,,,
liquor (appetizer),long life bakery product,,,,,,,,,
whole milk,soda,pickled vegetables,,,,,,,,
root vegetables,whipped/sour cream,root vegetables,canned beer,,,,,,,
citrus fruit,whole milk,frozen vegetables,,,,,,,,
whipped/sour cream,dish cleaner,,,,,,,,,
ham,root vegetables,newspapers,other vegetables,,,,,,,
frankfurter,other vegetables,,,,,,,,,
whole milk,detergent,,,,,,,,,
spread cheese,other vegetables,whole milk,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
pot plants,yogurt,other vegetables,,,,,,,,
candy,soda,candy,,,,,,,,
citrus fruit,whole milk,yogurt,canned beer,,,,,,,
yogurt,dessert,,,,,,,,,
newspapers,other vegetables,shopping bags,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
hamburger meat,chewing gum,,,,,,,,,
ham,brown bread,,,,,,,,,
soda,chocolate,,,,,,,,,
whole milk,baking powder,newspapers,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
bottled water,canned beer,,,,,,,,,
onions,canned beer,flower (seeds),,,,,,,,
instant coffee,shopping bags,,,,,,,,,
citrus fruit,rolls/buns,whole milk,,,,,,,,
frankfurter,frankfurter,citrus fruit,semi-finished bread,dishes,whipped/sour cream,,,,,
yogurt,pastry,,,,,,,,,
newspapers,sausage,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
long life bakery product,soda,,,,,,,,,
sausage,berries,,,,,,,,,
pastry,chewing gum,,,,,,,,,
chocolate,frozen fish,,,,,,,,,
rolls/buns,hamburger meat,candles,,,,,,,,
whole milk,rolls/buns,yogurt,,,,,,,,
frankfurter,misc. beverages,,,,,,,,,
citrus fruit,onions,,,,,,,,,
soda,ham,,,,,,,,,
shopping bags,whipped/sour cream,,,,,,,,,
sparkling wine,soda,,,,,,,,,
pork,rolls/buns,,,,,,,,,
soda,coffee,salty snack,,,,,,,,
sausage,specialty chocolate,,,,,,,,,
tropical fruit,yogurt,sausage,rolls/buns,,,,,,,
butter,specialty chocolate,,,,,,,,,
citrus fruit,UHT-milk,,,,,,,,,
soda,candy,,,,,,,,,
pork,whipped/sour cream,dishes,,,,,,,,
butter,beef,,,,,,,,,
frozen fish,whole milk,tropical fruit,butter,coffee,,,,,,
tropical fruit,grapes,,,,,,,,,
pip fruit,pastry,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
root vegetables,pastry,,,,,,,,,
tropical fruit,pastry,rolls/buns,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
brown bread,sugar,,,,,,,,,
soda,shopping bags,other vegetables,rolls/buns,,,,,,,
whole milk,tropical fruit,,,,,,,,,
bottled water,brown bread,,,,,,,,,
mayonnaise,pet care,,,,,,,,,
sliced cheese,dessert,shopping bags,,,,,,,,
brandy,dessert,,,,,,,,,
sausage,soda,butter,,,,,,,,
salty snack,kitchen towels,,,,,,,,,
waffles,brown bread,,,,,,,,,
soda,curd,,,,,,,,,
tropical fruit,napkins,frozen vegetables,pastry,,,,,,,
beef,butter milk,,,,,,,,,
sausage,long life bakery product,curd,,,,,,,,
other vegetables,butter,,,,,,,,,
pastry,frozen fish,,,,,,,,,
tropical fruit,meat,other vegetables,domestic eggs,baking powder,,,,,,
sausage,pip fruit,chocolate,,,,,,,,
frankfurter,soda,,,,,,,,,
chicken,baking powder,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
ice cream,coffee,,,,,,,,,
chicken,brown bread,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
bottled beer,yogurt,,,,,,,,,
soda,other vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
yogurt,brown bread,,,,,,,,,
frozen meals,butter,newspapers,yogurt,,,,,,,
pip fruit,pot plants,,,,,,,,,
soda,pasta,curd cheese,,,,,,,,
canned beer,hamburger meat,cake bar,,,,,,,,
pastry,soda,detergent,,,,,,,,
sausage,spread cheese,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
soda,rolls/buns,,,,,,,,,
sausage,pet care,,,,,,,,,
soft cheese,soda,root vegetables,root vegetables,rolls/buns,root vegetables,margarine,shopping bags,,,
beef,rolls/buns,,,,,,,,,
sausage,yogurt,,,,,,,,,
citrus fruit,newspapers,candy,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
newspapers,butter,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
beverages,specialty fat,,,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
butter,seasonal products,fruit/vegetable juice,,,,,,,,
citrus fruit,rum,,,,,,,,,
other vegetables,other vegetables,other vegetables,hamburger meat,soda,soft cheese,waffles,,,,
meat,tropical fruit,whipped/sour cream,,,,,,,,
finished products,popcorn,,,,,,,,,
frankfurter,soda,whole milk,whole milk,flour,,,,,,
shopping bags,soda,,,,,,,,,
soda,dessert,dishes,sugar,,,,,,,
sausage,root vegetables,,,,,,,,,
whole milk,grapes,,,,,,,,,
beef,rolls/buns,,,,,,,,,
rolls/buns,soda,,,,,,,,,
other vegetables,pickled vegetables,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
sausage,long life bakery product,beef,other vegetables,margarine,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
beef,newspapers,misc. beverages,,,,,,,,
misc. beverages,grapes,instant coffee,,,,,,,,
meat,coffee,,,,,,,,,
herbs,grapes,,,,,,,,,
dishes,tropical fruit,,,,,,,,,
semi-finished bread,rolls/buns,fruit/vegetable juice,tropical fruit,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,tropical fruit,tropical fruit,long life bakery product,soda,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
dishes,butter milk,,,,,,,,,
berries,newspapers,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
butter milk,soda,,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
yogurt,shopping bags,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
citrus fruit,butter,,,,,,,,,
tropical fruit,frozen potato products,,,,,,,,,
tropical fruit,detergent,rolls/buns,coffee,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
berries,specialty cheese,,,,,,,,,
root vegetables,sugar,newspapers,,,,,,,,
chocolate,tropical fruit,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
domestic eggs,whole milk,bottled beer,,,,,,,,
frozen vegetables,pip fruit,root vegetables,cereals,,,,,,,
root vegetables,rolls/buns,Instant food products,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,pastry,,,,,,,,,
other vegetables,soda,root vegetables,flower soil/fertilizer,meat,shopping bags,soda,processed cheese,,,
hamburger meat,chewing gum,curd,,,,,,,,
sauces,shopping bags,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
specialty chocolate,frozen potato products,,,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
other vegetables,sweet spreads,yogurt,,,,,,,,
coffee,whole milk,,,,,,,,,
chicken,brown bread,,,,,,,,,
frankfurter,butter,,,,,,,,,
specialty chocolate,candles,,,,,,,,,
bottled beer,pip fruit,butter,specialty bar,detergent,specialty bar,,,,,
oil,bottled water,,,,,,,,,
sauces,ice cream,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
beef,soap,,,,,,,,,
citrus fruit,whole milk,chocolate,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
shopping bags,white wine,,,,,,,,,
nuts/prunes,soda,,,,,,,,,
coffee,fruit/vegetable juice,,,,,,,,,
frozen potato products,soda,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
sausage,root vegetables,,,,,,,,,
liquor,hard cheese,,,,,,,,,
whole milk,coffee,fruit/vegetable juice,,,,,,,,
yogurt,whole milk,,,,,,,,,
other vegetables,baking powder,salty snack,,,,,,,,
soda,mayonnaise,,,,,,,,,
grapes,root vegetables,other vegetables,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
chicken,butter milk,sugar,,,,,,,,
bottled beer,canned fish,yogurt,,,,,,,,
cookware,other vegetables,,,,,,,,,
coffee,whole milk,canned fruit,,,,,,,,
canned beer,shopping bags,,,,,,,,,
ham,coffee,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pastry,liquor,shopping bags,,,,,,,,
curd,napkins,,,,,,,,,
processed cheese,brown bread,house keeping products,,,,,,,,
sausage,beverages,,,,,,,,,
frozen meals,rolls/buns,butter,fruit/vegetable juice,,,,,,,
soda,specialty chocolate,,,,,,,,,
citrus fruit,female sanitary products,,,,,,,,,
pork,other vegetables,,,,,,,,,
sausage,yogurt,,,,,,,,,
root vegetables,pet care,,,,,,,,,
pastry,pip fruit,,,,,,,,,
onions,hamburger meat,,,,,,,,,
shopping bags,pork,canned fish,whole milk,onions,bottled beer,canned beer,,,,
whole milk,other vegetables,rolls/buns,Instant food products,,,,,,,
citrus fruit,pot plants,newspapers,,,,,,,,
chicken,yogurt,,,,,,,,,
beverages,cream cheese ,,,,,,,,,
sliced cheese,pastry,onions,,,,,,,,
coffee,chicken,,,,,,,,,
whole milk,tropical fruit,root vegetables,Instant food products,margarine,,,,,,
domestic eggs,newspapers,,,,,,,,,
liquor,butter milk,,,,,,,,,
pet care,pastry,red/blush wine,,,,,,,,
canned fish,whole milk,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
flour,ready soups,,,,,,,,,
other vegetables,liquor,whole milk,butter milk,,,,,,,
ham,chocolate,,,,,,,,,
whole milk,chocolate,packaged fruit/vegetables,rolls/buns,,,,,,,
oil,waffles,,,,,,,,,
rolls/buns,yogurt,Instant food products,,,,,,,,
beef,canned beer,,,,,,,,,
sausage,bottled water,whole milk,,,,,,,,
curd,soft cheese,,,,,,,,,
other vegetables,pot plants,,,,,,,,,
meat,oil,candles,female sanitary products,,,,,,,
root vegetables,shopping bags,,,,,,,,,
whole milk,coffee,,,,,,,,,
berries,fruit/vegetable juice,cream cheese ,tropical fruit,,,,,,,
beef,misc. beverages,,,,,,,,,
beverages,mustard,yogurt,,,,,,,,
tropical fruit,sausage,ham,root vegetables,turkey,pastry,pasta,soda,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
female sanitary products,soda,,,,,,,,,
cream cheese ,whole milk,root vegetables,frankfurter,other vegetables,whole milk,dish cleaner,mustard,hygiene articles,,
yogurt,pasta,butter,rolls/buns,,,,,,,
other vegetables,sugar,oil,,,,,,,,
ham,mayonnaise,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
shopping bags,salty snack,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
onions,bottled beer,,,,,,,,,
popcorn,butter,,,,,,,,,
rolls/buns,bottled beer,white bread,,,,,,,,
tropical fruit,margarine,,,,,,,,,
bottled beer,fruit/vegetable juice,fruit/vegetable juice,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
canned beer,root vegetables,hard cheese,specialty cheese,,,,,,,
bottled beer,grapes,other vegetables,bottled water,,,,,,,
onions,soft cheese,,,,,,,,,
sausage,frozen vegetables,onions,canned beer,,,,,,,
beef,meat,,,,,,,,,
curd cheese,other vegetables,herbs,fruit/vegetable juice,zwieback,,,,,,
soda,yogurt,,,,,,,,,
rolls/buns,whole milk,onions,,,,,,,,
sausage,grapes,bottled beer,,,,,,,,
white bread,jam,,,,,,,,,
whipped/sour cream,frankfurter,rolls/buns,citrus fruit,candy,bottled beer,yogurt,whole milk,,,
citrus fruit,toilet cleaner,,,,,,,,,
brown bread,pastry,,,,,,,,,
whipped/sour cream,onions,other vegetables,yogurt,rolls/buns,,,,,,
whole milk,yogurt,,,,,,,,,
pastry,Instant food products,,,,,,,,,
soda,newspapers,,,,,,,,,
butter,oil,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
shopping bags,snack products,,,,,,,,,
yogurt,bottled beer,sugar,,,,,,,,
curd,salty snack,,,,,,,,,
canned beer,ice cream,,,,,,,,,
sausage,chicken,domestic eggs,curd,pastry,,,,,,
processed cheese,frozen potato products,Instant food products,,,,,,,,
pork,finished products,citrus fruit,misc. beverages,,,,,,,
hygiene articles,coffee,,,,,,,,,
UHT-milk,candles,yogurt,salty snack,,,,,,,
soda,semi-finished bread,,,,,,,,,
brown bread,root vegetables,,,,,,,,,
misc. beverages,soda,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
citrus fruit,soda,,,,,,,,,
canned fish,curd,,,,,,,,,
whole milk,yogurt,,,,,,,,,
beef,berries,root vegetables,,,,,,,,
soda,rolls/buns,shopping bags,,,,,,,,
beef,processed cheese,other vegetables,spices,,,,,,,
newspapers,whole milk,waffles,,,,,,,,
whole milk,pastry,chewing gum,shopping bags,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
bottled beer,citrus fruit,shopping bags,,,,,,,,
vinegar,grapes,frozen vegetables,,,,,,,,
white wine,dishes,,,,,,,,,
tropical fruit,tropical fruit,,,,,,,,,
citrus fruit,soda,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
citrus fruit,white bread,processed cheese,,,,,,,,
semi-finished bread,soda,shopping bags,long life bakery product,,,,,,,
soda,frozen meals,,,,,,,,,
other vegetables,domestic eggs,long life bakery product,,,,,,,,
sausage,yogurt,whole milk,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
other vegetables,semi-finished bread,domestic eggs,newspapers,,,,,,,
bottled beer,yogurt,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
butter,frozen vegetables,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
root vegetables,seasonal products,,,,,,,,,
soda,frozen meals,liquor (appetizer),specialty chocolate,,,,,,,
yogurt,tropical fruit,whipped/sour cream,Instant food products,,,,,,,
pip fruit,pudding powder,,,,,,,,,
whole milk,candles,,,,,,,,,
pork,domestic eggs,,,,,,,,,
chicken,sausage,domestic eggs,pasta,,,,,,,
other vegetables,whole milk,,,,,,,,,
grapes,bottled water,,,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
ham,grapes,,,,,,,,,
root vegetables,other vegetables,dessert,,,,,,,,
beverages,whole milk,onions,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
canned fish,yogurt,,,,,,,,,
tropical fruit,whole milk,rolls/buns,cream cheese ,whole milk,shopping bags,,,,,
white wine,dessert,,,,,,,,,
beverages,whole milk,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
napkins,white bread,,,,,,,,,
frankfurter,frankfurter,long life bakery product,newspapers,pip fruit,whipped/sour cream,hygiene articles,,,,
beef,frozen vegetables,,,,,,,,,
pork,ice cream,yogurt,,,,,,,,
bottled water,dental care,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
